Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1332	0.315315	1420	0.073944	146	0.452055	1102	0.314882	0.000007	691	0.292330	0.086713	641	0.340094	45.173716	1102	0.314882	0.234500	0.227897	
1383	0.331887	1419	0.075405	128	0.484375	1070	0.345794	0.000007	707	0.308345	0.086749	676	0.356509	45.173716	1070	0.345794	0.249500	0.227907	
1360	0.326471	1397	0.059413	133	0.398496	1110	0.289189	0.000007	709	0.293371	0.086810	651	0.362519	45.173716	1110	0.289189	0.225250	0.227906	
1350	0.333333	1403	0.072701	119	0.302521	1128	0.328901	0.000007	645	0.299225	0.086767	705	0.364539	45.173716	1128	0.328901	0.239750	0.227912	
1383	0.332610	1420	0.067606	137	0.430657	1060	0.353774	0.000007	694	0.280980	0.086814	689	0.384615	45.173716	1060	0.353774	0.247500	0.227922	
1348	0.334570	1396	0.065186	144	0.451389	1112	0.319245	0.000007	689	0.320755	0.086695	659	0.349014	45.173716	1112	0.319245	0.240500	0.227928	
1410	0.340426	1361	0.071271	136	0.367647	1093	0.293687	0.000007	720	0.318056	0.086734	690	0.363768	45.173716	1093	0.293687	0.237000	0.227932	
1348	0.369436	1390	0.071942	149	0.489933	1113	0.308176	0.000007	677	0.322009	0.086802	671	0.417288	45.173716	1113	0.308176	0.253500	0.227945	
1397	0.309950	1400	0.077857	141	0.496454	1062	0.293785	0.000007	709	0.303244	0.127316	688	0.316860	45.173716	1062	0.293785	0.231000	0.227947	
1349	0.305411	1424	0.075843	138	0.434783	1089	0.306703	0.000007	672	0.261905	0.087384	677	0.348597	45.173716	1089	0.306703	0.228500	0.227947	
1384	0.343208	1398	0.069385	128	0.421875	1090	0.325688	0.000007	708	0.323446	0.087435	676	0.363905	45.173716	1090	0.325688	0.245250	0.227955	
1368	0.326754	1364	0.068915	113	0.336283	1155	0.314286	0.000007	666	0.313814	0.087228	702	0.339031	45.173716	1155	0.314286	0.235500	0.227959	
1417	0.339450	1372	0.084548	130	0.484615	1081	0.297872	0.000007	691	0.292330	0.087065	726	0.384298	45.173716	1081	0.297872	0.245500	0.227968	
1345	0.304089	1386	0.073593	135	0.392593	1134	0.282187	0.000007	644	0.282609	0.087145	701	0.323823	45.173716	1134	0.282187	0.221000	0.227964	
1361	0.285084	1410	0.062411	130	0.353846	1099	0.323021	0.000007	708	0.302260	0.087049	653	0.266462	45.173716	1099	0.323021	0.219250	0.227960	
1388	0.312680	1412	0.063739	131	0.450382	1069	0.342376	0.000007	688	0.306686	0.087049	700	0.318571	45.173716	1069	0.342376	0.237250	0.227965	
1395	0.294624	1396	0.073066	133	0.503759	1076	0.315985	0.000007	696	0.318966	0.087211	699	0.270386	45.173716	1076	0.315985	0.230000	0.227966	
1344	0.266369	1343	0.066270	140	0.328571	1173	0.321398	0.000007	643	0.317263	0.087423	701	0.219686	45.173716	1173	0.321398	0.217500	0.227961	
1377	0.246187	1393	0.079684	150	0.373333	1080	0.307407	0.000007	685	0.321168	0.087583	692	0.171965	45.173716	1080	0.307407	0.209500	0.227951	
1388	0.276657	1329	0.088036	150	0.440000	1133	0.301853	0.000007	703	0.328592	0.074113	685	0.223358	45.173716	1133	0.301853	0.227250	0.227951	
1372	0.256560	1365	0.074725	144	0.465278	1119	0.322609	0.000007	702	0.336182	0.088351	670	0.173134	45.173716	1119	0.322609	0.220500	0.227947	
1412	0.302408	1339	0.082151	147	0.340136	1102	0.325771	0.000007	664	0.311747	0.061701	748	0.294118	45.173716	1102	0.325771	0.236500	0.227952	
1392	0.272989	1358	0.069956	151	0.443709	1099	0.328480	0.000007	695	0.328058	0.088815	697	0.218077	45.173716	1099	0.328480	0.225750	0.227951	
1448	0.299724	1339	0.073936	139	0.438849	1074	0.292365	0.000007	688	0.327035	0.088896	760	0.275000	45.173716	1074	0.292365	0.227000	0.227950	
1381	0.343954	1418	0.076869	103	0.475728	1098	0.285064	0.000007	695	0.320863	0.089275	686	0.367347	45.173716	1098	0.285064	0.236500	0.227954	
1394	0.318508	1391	0.065421	139	0.503597	1076	0.293680	0.000007	664	0.304217	0.089635	730	0.331507	45.173716	1076	0.293680	0.230250	0.227955	
1349	0.329133	1415	0.072792	152	0.401316	1084	0.333948	0.000007	696	0.304598	0.089729	653	0.355283	45.173716	1084	0.333948	0.242500	0.227963	
1308	0.301988	1399	0.082916	150	0.506667	1143	0.286089	0.000007	655	0.279389	0.090058	653	0.324655	45.173716	1143	0.286089	0.228500	0.227963	
1335	0.310112	1370	0.064234	138	0.376812	1157	0.324114	0.000007	651	0.334869	0.090287	684	0.286550	45.173716	1157	0.324114	0.232250	0.227965	
1288	0.298137	1421	0.068262	149	0.510067	1142	0.303853	0.000007	661	0.302572	0.090820	627	0.293461	45.173716	1142	0.303853	0.226000	0.227964	
1325	0.280755	1384	0.072254	146	0.445205	1145	0.313537	0.000007	672	0.302083	0.091425	653	0.258806	45.173716	1145	0.313537	0.224000	0.227962	
1373	0.315368	1397	0.065140	139	0.381295	1091	0.299725	0.000007	703	0.301565	0.091468	670	0.329851	45.173716	1091	0.299725	0.226000	0.227961	
1409	0.306600	1374	0.069141	125	0.488000	1092	0.297619	0.000007	714	0.331933	0.091559	695	0.280576	45.173716	1092	0.297619	0.228250	0.227961	
1369	0.305332	1352	0.075444	155	0.548387	1124	0.305160	0.000007	667	0.293853	0.091588	702	0.316239	45.173716	1124	0.305160	0.237000	0.227966	
1322	0.264750	1416	0.065678	127	0.433071	1135	0.308370	0.000007	671	0.317437	0.091616	651	0.210445	45.173716	1135	0.308370	0.212000	0.227958	
1340	0.256716	1367	0.071690	146	0.431507	1147	0.308631	0.000007	655	0.287023	0.091159	685	0.227737	45.173716	1147	0.308631	0.214750	0.227951	
1341	0.293811	1418	0.076164	155	0.503226	1086	0.306630	0.000007	684	0.292398	0.091035	657	0.295282	45.173716	1086	0.306630	0.228250	0.227951	
1360	0.267647	1384	0.079480	147	0.421769	1109	0.324617	0.000007	696	0.291667	0.091028	664	0.242470	45.173716	1109	0.324617	0.224000	0.227950	
1441	0.312283	1384	0.079480	130	0.484615	1045	0.297608	0.000007	718	0.318942	0.090937	723	0.305671	45.173716	1045	0.297608	0.233500	0.227952	
1346	0.294948	1364	0.058651	135	0.392593	1155	0.307359	0.000007	668	0.288922	0.091036	678	0.300885	45.173716	1155	0.307359	0.221250	0.227949	
1384	0.278902	1373	0.071377	137	0.467153	1106	0.349910	0.000007	703	0.302987	0.091187	681	0.254038	45.173716	1106	0.349910	0.233750	0.227952	
1344	0.258929	1395	0.073118	146	0.397260	1115	0.336323	0.000007	666	0.313814	0.091224	678	0.205015	45.173716	1115	0.336323	0.220750	0.227948	
1367	0.294806	1401	0.079229	138	0.405797	1094	0.292505	0.000007	676	0.309172	0.091156	691	0.280753	45.173716	1094	0.292505	0.222500	0.227946	
1368	0.285088	1368	0.077485	134	0.402985	1130	0.341593	0.000007	657	0.321157	0.091130	711	0.251758	45.173716	1130	0.341593	0.234000	0.227949	
1440	0.248611	1347	0.074981	139	0.431655	1074	0.297952	0.000007	673	0.258544	0.091087	767	0.239896	45.173716	1074	0.297952	0.209750	0.227940	
1418	0.257405	1415	0.057951	131	0.473282	1036	0.292471	0.000007	679	0.300442	0.091065	739	0.217862	45.173716	1036	0.292471	0.203000	0.227928	
1394	0.327834	1381	0.076032	147	0.517007	1078	0.284787	0.000007	685	0.313869	0.091221	709	0.341326	45.173716	1078	0.284787	0.236250	0.227932	
1343	0.297841	1356	0.055310	148	0.527027	1153	0.321769	0.000007	656	0.312500	0.091545	687	0.283843	45.173716	1153	0.321769	0.231000	0.227933	
1419	0.279070	1410	0.059574	121	0.495868	1050	0.361905	0.000007	738	0.307588	0.091576	681	0.248164	45.173716	1050	0.361905	0.230000	0.227934	
1416	0.274718	1414	0.067185	135	0.577778	1035	0.319807	0.000007	699	0.339056	0.091517	717	0.211994	45.173716	1035	0.319807	0.223250	0.227932	
1361	0.242469	1397	0.070150	131	0.480916	1111	0.290729	0.000007	676	0.294379	0.091380	685	0.191241	45.173716	1111	0.290729	0.203500	0.227920	
1346	0.361070	1397	0.089477	130	0.476923	1127	0.299024	0.000007	647	0.355487	0.052004	699	0.366237	45.173716	1127	0.299024	0.252500	0.227932	
1337	0.219147	1395	0.067384	151	0.384106	1117	0.290063	0.000007	732	0.299180	0.090654	605	0.122314	45.173716	1117	0.290063	0.192250	0.227915	
1367	0.239941	1434	0.079498	132	0.537879	1067	0.302718	0.000007	702	0.293447	0.056637	665	0.183459	45.173716	1067	0.302718	0.209000	0.227905	
1348	0.258902	1393	0.079684	135	0.503704	1124	0.314947	0.000007	682	0.262463	0.053345	666	0.255255	45.173716	1124	0.314947	0.220500	0.227902	
1274	0.219780	1393	0.085427	164	0.512195	1169	0.321642	0.000007	763	0.302752	0.089348	511	0.095890	45.173716	1169	0.321642	0.214750	0.227896	
1314	0.210807	1450	0.055862	120	0.308333	1116	0.306452	0.000007	697	0.259684	0.051233	617	0.155592	45.173716	1116	0.306452	0.184250	0.227874	
1364	0.249267	1331	0.079639	133	0.458647	1172	0.316553	0.000007	715	0.296503	0.035307	649	0.197227	45.173716	1172	0.316553	0.219500	0.227870	
1409	0.257630	1339	0.082151	141	0.489362	1111	0.303330	0.000007	712	0.320225	0.032319	697	0.193687	45.173716	1111	0.303330	0.219750	0.227866	
1349	0.352854	1400	0.067857	158	0.411392	1093	0.350412	0.000007	661	0.299546	0.021872	688	0.404070	45.173716	1093	0.350412	0.254750	0.227879	
1396	0.268625	1397	0.083035	129	0.403101	1078	0.304267	0.000007	703	0.300142	0.036033	693	0.236652	45.173716	1078	0.304267	0.217750	0.227875	
1212	0.249175	1480	0.061486	134	0.343284	1174	0.314310	0.000007	752	0.348404	0.086236	460	0.086957	45.173716	1174	0.314310	0.202000	0.227862	
1128	0.224291	1524	0.065617	146	0.452055	1202	0.279534	0.000007	672	0.325893	0.078946	456	0.074561	45.173716	1202	0.279534	0.188750	0.227843	
1199	0.229358	1436	0.065460	130	0.353846	1235	0.297166	0.000007	710	0.300000	0.066212	489	0.126789	45.173716	1235	0.297166	0.195500	0.227828	
1296	0.226080	1468	0.074932	143	0.391608	1093	0.305581	0.000007	750	0.298667	0.046125	546	0.126374	45.173716	1093	0.305581	0.198250	0.227813	
1384	0.246387	1388	0.055476	141	0.361702	1087	0.315547	0.000007	724	0.290055	0.030083	660	0.198485	45.173716	1087	0.315547	0.203000	0.227801	
1394	0.289096	1366	0.065886	133	0.323308	1107	0.254743	0.000007	719	0.282337	0.023508	675	0.296296	45.173716	1107	0.254743	0.204500	0.227790	
1271	0.239969	1442	0.061720	149	0.362416	1138	0.311951	0.000007	712	0.313202	0.084206	559	0.146691	45.173716	1138	0.311951	0.200750	0.227777	
1405	0.274021	1373	0.077932	118	0.423729	1104	0.285326	0.000007	707	0.305516	0.047993	698	0.242120	45.173716	1104	0.285326	0.214250	0.227771	
1349	0.250556	1364	0.075513	131	0.389313	1156	0.293253	0.000007	717	0.316597	0.084020	632	0.175633	45.173716	1156	0.293253	0.207750	0.227761	
1338	0.285501	1359	0.064018	147	0.442177	1156	0.278547	0.000007	693	0.324675	0.054698	645	0.243411	45.173716	1156	0.278547	0.214000	0.227754	
1301	0.245965	1381	0.067343	152	0.506579	1166	0.282161	0.000007	737	0.293080	0.083765	564	0.184397	45.173716	1166	0.282161	0.204750	0.227743	
1384	0.275289	1356	0.075959	138	0.413043	1122	0.278966	0.000007	691	0.329957	0.042260	693	0.220779	45.173716	1122	0.278966	0.213500	0.227737	
1307	0.222647	1418	0.053597	145	0.558621	1130	0.258407	0.000007	677	0.299852	0.083183	630	0.139683	45.173716	1130	0.258407	0.185000	0.227716	
1405	0.229181	1374	0.065502	126	0.428571	1095	0.273059	0.000007	713	0.281907	0.056396	692	0.174855	45.173716	1095	0.273059	0.191250	0.227699	
1363	0.252384	1429	0.066480	137	0.328467	1071	0.311858	0.000007	699	0.291845	0.034785	664	0.210843	45.173716	1071	0.311858	0.204500	0.227687	
1335	0.212734	1403	0.069138	134	0.410448	1128	0.310284	0.000007	710	0.307042	0.082794	625	0.105600	45.173716	1128	0.310284	0.196500	0.227672	
1299	0.257121	1384	0.067919	137	0.452555	1180	0.300847	0.000007	698	0.328080	0.063659	601	0.174709	45.173716	1180	0.300847	0.211250	0.227665	
1406	0.285206	1421	0.066854	129	0.364341	1044	0.288314	0.000007	734	0.344687	0.052924	672	0.220238	45.173716	1044	0.288314	0.211000	0.227657	
1302	0.238095	1407	0.065387	135	0.481481	1156	0.308824	0.000007	659	0.295903	0.082183	643	0.178849	45.173716	1156	0.308824	0.206000	0.227646	
1285	0.249027	1427	0.073581	139	0.359712	1149	0.281114	0.000007	659	0.301973	0.073655	626	0.193291	45.173716	1149	0.281114	0.199500	0.227633	
1393	0.231156	1390	0.094245	138	0.427536	1079	0.300278	0.000007	692	0.294798	0.053537	701	0.168331	45.173716	1079	0.300278	0.209000	0.227624	
1325	0.256604	1469	0.068754	155	0.438710	1051	0.274025	0.000007	675	0.306667	0.040052	650	0.204615	45.173716	1051	0.274025	0.199250	0.227610	
1286	0.234837	1408	0.081676	146	0.417808	1160	0.313793	0.000007	672	0.311012	0.081325	614	0.151466	45.173716	1160	0.313793	0.210500	0.227602	
1352	0.218935	1386	0.080087	153	0.398693	1109	0.301172	0.000007	727	0.287483	0.073138	625	0.139200	45.173716	1109	0.301172	0.200500	0.227589	
1306	0.235069	1407	0.065387	142	0.443662	1145	0.306550	0.000007	684	0.326023	0.063499	622	0.135048	45.173716	1145	0.306550	0.203250	0.227578	
1393	0.232592	1350	0.073333	117	0.418803	1140	0.276316	0.000007	699	0.304721	0.050349	694	0.159942	45.173716	1140	0.276316	0.196750	0.227563	
1393	0.256999	1382	0.064399	140	0.357143	1085	0.338249	0.000007	659	0.329287	0.037727	734	0.192098	45.173716	1085	0.338249	0.216000	0.227557	
1340	0.233582	1384	0.072254	142	0.415493	1134	0.345679	0.000007	706	0.290368	0.033803	634	0.170347	45.173716	1134	0.345679	0.216000	0.227552	
1372	0.311953	1407	0.047619	140	0.378571	1081	0.358927	0.000007	698	0.285100	0.017236	674	0.339763	45.173716	1081	0.358927	0.234000	0.227555	
1152	0.217882	1468	0.069482	150	0.266667	1230	0.304878	0.000007	662	0.290030	0.080348	490	0.120408	45.173716	1230	0.304878	0.192000	0.227538	
1261	0.220460	1477	0.064320	141	0.312057	1121	0.297948	0.000007	725	0.303448	0.066427	536	0.108209	45.173716	1121	0.297948	0.187750	0.227519	
1377	0.220770	1351	0.079201	131	0.480916	1141	0.287467	0.000007	684	0.307018	0.064469	693	0.135642	45.173716	1141	0.287467	0.200500	0.227506	
1412	0.305949	1366	0.072474	133	0.421053	1089	0.303030	0.000007	686	0.294461	0.034275	726	0.316804	45.173716	1089	0.303030	0.229250	0.227507	
1386	0.245310	1408	0.066761	145	0.434483	1061	0.281810	0.000007	699	0.304721	0.080001	687	0.184862	45.173716	1061	0.281810	0.199000	0.227494	
1379	0.248731	1420	0.075352	133	0.398496	1068	0.268727	0.000007	767	0.322034	0.074564	612	0.156863	45.173716	1068	0.268727	0.197500	0.227479	
1266	0.242496	1412	0.062323	167	0.341317	1155	0.297835	0.000007	680	0.330882	0.046095	586	0.139932	45.173716	1155	0.297835	0.199000	0.227466	
1365	0.268132	1346	0.063893	178	0.286517	1111	0.316832	0.000007	663	0.316742	0.026925	702	0.222222	45.173716	1111	0.316832	0.213750	0.227459	
1283	0.216680	1442	0.067961	154	0.344156	1121	0.322926	0.000007	747	0.293173	0.079753	536	0.110075	45.173716	1121	0.322926	0.197750	0.227445	
1264	0.233386	1448	0.077348	140	0.414286	1148	0.323171	0.000007	679	0.321060	0.059986	585	0.131624	45.173716	1148	0.323171	0.209000	0.227436	
1245	0.209639	1456	0.073489	125	0.360000	1174	0.310051	0.000007	748	0.279412	0.058787	497	0.104628	45.173716	1174	0.310051	0.194250	0.227421	
1206	0.212272	1474	0.066486	150	0.400000	1170	0.330769	0.000007	667	0.299850	0.044281	539	0.103896	45.173716	1170	0.330769	0.200250	0.227408	
1203	0.229426	1493	0.084394	140	0.385714	1164	0.290378	0.000007	726	0.304408	0.043303	477	0.115304	45.173716	1164	0.290378	0.198500	0.227394	
1318	0.207132	1356	0.072271	121	0.413223	1205	0.313693	0.000007	764	0.281414	0.031079	554	0.104693	45.173716	1205	0.313693	0.199750	0.227381	
1341	0.241611	1393	0.085427	148	0.351351	1118	0.322898	0.000007	703	0.318634	0.020242	638	0.156740	45.173716	1118	0.322898	0.214000	0.227375	
1396	0.279370	1403	0.079116	139	0.323741	1062	0.326742	0.000007	692	0.296243	0.013117	704	0.262784	45.173716	1062	0.326742	0.223250	0.227373	
1187	0.211457	1480	0.068243	151	0.364238	1182	0.362944	0.000007	712	0.293539	0.078880	475	0.088421	45.173716	1182	0.362944	0.209000	0.227364	
1333	0.248312	1396	0.081662	124	0.258065	1147	0.315606	0.000007	716	0.322626	0.042004	617	0.162075	45.173716	1147	0.315606	0.209750	0.227356	
1309	0.249045	1374	0.066958	142	0.429577	1175	0.300426	0.000007	650	0.307692	0.032350	659	0.191199	45.173716	1175	0.300426	0.208000	0.227347	
1410	0.263830	1372	0.059038	107	0.411215	1111	0.277228	0.000007	723	0.295989	0.030081	687	0.229985	45.173716	1111	0.277228	0.201250	0.227334	
1228	0.236971	1489	0.064473	134	0.492537	1149	0.306353	0.000007	731	0.320109	0.078446	497	0.114688	45.173716	1149	0.306353	0.201250	0.227322	
1171	0.215201	1473	0.055669	145	0.427586	1211	0.336086	0.000007	699	0.324750	0.059707	472	0.052966	45.173716	1211	0.336086	0.200750	0.227310	
1254	0.234450	1416	0.062147	135	0.429630	1195	0.311297	0.000007	720	0.337500	0.039922	534	0.095506	45.173716	1195	0.311297	0.203000	0.227298	
1368	0.266813	1330	0.065414	125	0.376000	1177	0.272727	0.000007	696	0.303161	0.028072	672	0.229167	45.173716	1177	0.272727	0.205000	0.227288	
1209	0.209264	1420	0.075352	144	0.381944	1227	0.291769	0.000007	713	0.301543	0.076855	496	0.076613	45.173716	1227	0.291769	0.193250	0.227272	
1215	0.209877	1429	0.081875	174	0.413793	1182	0.305415	0.000007	688	0.302326	0.041392	527	0.089184	45.173716	1182	0.305415	0.201250	0.227259	
1221	0.218673	1478	0.075778	128	0.406250	1173	0.286445	0.000007	691	0.322721	0.039980	530	0.083019	45.173716	1173	0.286445	0.191750	0.227243	
1304	0.240031	1426	0.067321	141	0.432624	1129	0.286980	0.000007	708	0.320621	0.028362	596	0.144295	45.173716	1129	0.286980	0.198500	0.227229	
1345	0.232714	1383	0.049168	137	0.430657	1135	0.300441	0.000007	744	0.302419	0.019572	601	0.146423	45.173716	1135	0.300441	0.195250	0.227214	
1370	0.235766	1381	0.070963	122	0.418033	1127	0.294587	0.000007	687	0.289665	0.018049	683	0.181552	45.173716	1127	0.294587	0.201000	0.227202	
1397	0.240515	1368	0.059211	145	0.324138	1090	0.308257	0.000007	684	0.302632	0.016343	713	0.180926	45.173716	1090	0.308257	0.200000	0.227189	
1365	0.302564	1405	0.062633	141	0.255319	1089	0.322314	0.000007	674	0.292285	0.012696	691	0.312590	45.173716	1089	0.322314	0.222000	0.227187	
1190	0.236975	1485	0.068013	157	0.375796	1168	0.311644	0.000007	760	0.332895	0.074482	430	0.067442	45.173716	1168	0.311644	0.201500	0.227175	
1105	0.214480	1511	0.066181	155	0.400000	1229	0.289666	0.000007	705	0.300709	0.062863	400	0.062500	45.173716	1229	0.289666	0.188750	0.227157	
1250	0.198400	1428	0.071429	149	0.436242	1173	0.318841	0.000007	747	0.274431	0.043369	503	0.085487	45.173716	1173	0.318841	0.197250	0.227143	
1372	0.223761	1415	0.076325	158	0.354430	1055	0.317536	0.000007	764	0.290576	0.037018	608	0.139803	45.173716	1055	0.317536	0.201500	0.227131	
1351	0.245744	1401	0.064240	150	0.426667	1098	0.310565	0.000007	665	0.330827	0.027198	686	0.163265	45.173716	1098	0.310565	0.206750	0.227121	
1389	0.241901	1389	0.070554	131	0.358779	1091	0.351971	0.000007	727	0.290234	0.025769	662	0.188822	45.173716	1091	0.351971	0.216250	0.227116	
1315	0.232700	1437	0.059151	133	0.390977	1115	0.315695	0.000007	701	0.318117	0.017998	614	0.135179	45.173716	1115	0.315695	0.198750	0.227103	
1397	0.279885	1335	0.058427	135	0.377778	1133	0.282436	0.000007	689	0.339623	0.012757	708	0.221751	45.173716	1133	0.282436	0.210000	0.227095	
1212	0.208746	1437	0.061239	150	0.360000	1201	0.322231	0.000007	768	0.298177	0.072271	444	0.054054	45.173716	1201	0.322231	0.195500	0.227080	
1242	0.214171	1460	0.060959	150	0.366667	1148	0.342334	0.000007	716	0.291899	0.037211	526	0.108365	45.173716	1148	0.342334	0.200750	0.227068	
1302	0.230415	1444	0.063712	153	0.307190	1101	0.317893	0.000007	709	0.308886	0.022684	593	0.136594	45.173716	1101	0.317893	0.197250	0.227054	
1403	0.275837	1341	0.061148	140	0.314286	1116	0.292115	0.000007	692	0.303468	0.017242	711	0.248945	45.173716	1116	0.292115	0.209750	0.227046	
1250	0.228800	1451	0.070296	133	0.360902	1166	0.294168	0.000007	732	0.306011	0.070687	518	0.119691	45.173716	1166	0.294168	0.194750	0.227031	
1289	0.227308	1419	0.064834	145	0.420690	1147	0.304272	0.000007	732	0.284153	0.060947	557	0.152603	45.173716	1147	0.304272	0.198750	0.227017	
1252	0.225240	1425	0.082105	164	0.530488	1159	0.309750	0.000007	711	0.312236	0.044276	541	0.110906	45.173716	1159	0.309750	0.211250	0.227010	
1307	0.233359	1418	0.074753	147	0.312925	1128	0.316489	0.000007	655	0.303817	0.035990	652	0.162577	45.173716	1128	0.316489	0.203500	0.226999	
1345	0.249071	1382	0.057887	141	0.375887	1132	0.307420	0.000007	686	0.282799	0.022849	659	0.213961	45.173716	1132	0.307420	0.204000	0.226988	
1235	0.238866	1442	0.067961	148	0.432432	1175	0.305532	0.000007	720	0.336111	0.067797	515	0.102913	45.173716	1175	0.305532	0.204000	0.226978	
1210	0.222314	1502	0.083888	154	0.370130	1134	0.291887	0.000007	683	0.325037	0.061333	527	0.089184	45.173716	1134	0.291887	0.195750	0.226963	
1271	0.240755	1436	0.079387	150	0.273333	1143	0.275591	0.000007	751	0.324900	0.035861	520	0.119231	45.173716	1143	0.275591	0.194000	0.226948	
1295	0.213127	1411	0.074415	142	0.387324	1152	0.302083	0.000007	713	0.276297	0.033863	582	0.135739	45.173716	1152	0.302083	0.196000	0.226934	
1315	0.287452	1400	0.082857	139	0.489209	1146	0.300175	0.000007	681	0.292217	0.017131	634	0.282334	45.173716	1146	0.300175	0.226500	0.226933	
1219	0.205906	1456	0.082418	151	0.423841	1174	0.268313	0.000007	721	0.303745	0.064507	498	0.064257	45.173716	1174	0.268313	0.187500	0.226915	
1248	0.220353	1390	0.061151	143	0.405594	1219	0.296965	0.000007	689	0.301887	0.040951	559	0.119857	45.173716	1219	0.296965	0.195000	0.226900	
1383	0.249458	1423	0.068166	156	0.384615	1038	0.328516	0.000007	746	0.297587	0.030146	637	0.193093	45.173716	1038	0.328516	0.210750	0.226893	
1434	0.268480	1355	0.073801	147	0.448980	1064	0.302632	0.000007	720	0.319444	0.023825	714	0.217087	45.173716	1064	0.302632	0.218250	0.226889	
1261	0.230769	1418	0.078279	161	0.409938	1160	0.325862	0.000007	764	0.316754	0.062713	497	0.098592	45.173716	1160	0.325862	0.211500	0.226882	
1252	0.230032	1481	0.058069	141	0.354610	1126	0.284192	0.000007	678	0.328909	0.049252	574	0.113240	45.173716	1126	0.284192	0.186000	0.226863	
1279	0.229085	1416	0.062853	153	0.366013	1152	0.354167	0.000007	722	0.295014	0.041481	557	0.143627	45.173716	1152	0.354167	0.211500	0.226856	
1349	0.222387	1399	0.063617	148	0.250000	1104	0.319746	0.000007	715	0.297902	0.039084	634	0.137224	45.173716	1104	0.319746	0.194750	0.226841	
1374	0.236536	1390	0.056115	144	0.263889	1092	0.293956	0.000007	683	0.297218	0.028265	691	0.176556	45.173716	1092	0.293956	0.190500	0.226824	
1304	0.248466	1428	0.059524	152	0.342105	1116	0.281362	0.000007	707	0.338048	0.025468	597	0.142379	45.173716	1116	0.281362	0.193750	0.226809	
1312	0.278201	1396	0.067335	134	0.425373	1158	0.300518	0.000007	677	0.305761	0.018855	635	0.248819	45.173716	1158	0.300518	0.216000	0.226804	
1257	0.191726	1439	0.071577	143	0.412587	1161	0.271318	0.000007	691	0.286541	0.057841	566	0.075972	45.173716	1161	0.271318	0.179500	0.226782	
1205	0.213278	1472	0.073370	132	0.371212	1191	0.296390	0.000007	688	0.293605	0.038453	517	0.106383	45.173716	1191	0.296390	0.191750	0.226766	
1259	0.204925	1469	0.067393	141	0.347518	1131	0.355438	0.000007	770	0.275325	0.024913	489	0.094070	45.173716	1131	0.355438	0.202000	0.226754	
1339	0.230769	1407	0.057569	135	0.340741	1119	0.317248	0.000007	702	0.334758	0.019050	637	0.116170	45.173716	1119	0.317248	0.197750	0.226741	
1408	0.274148	1336	0.068862	142	0.380282	1114	0.315081	0.000007	709	0.328632	0.015085	699	0.218884	45.173716	1114	0.315081	0.220750	0.226738	
1230	0.194309	1469	0.075562	160	0.368750	1141	0.335670	0.000007	731	0.255814	0.052595	499	0.104208	45.173716	1141	0.335670	0.198000	0.226725	
1209	0.229115	1486	0.057873	133	0.368421	1172	0.326792	0.000007	728	0.309066	0.051792	481	0.108108	45.173716	1172	0.326792	0.198750	0.226712	
1276	0.220219	1461	0.065024	165	0.363636	1098	0.303279	0.000007	697	0.299857	0.045823	579	0.124352	45.173716	1098	0.303279	0.192250	0.226696	
1326	0.216440	1418	0.083921	121	0.347107	1135	0.317181	0.000007	711	0.299578	0.034482	615	0.120325	45.173716	1135	0.317181	0.202000	0.226685	
1359	0.257542	1373	0.080845	121	0.380165	1147	0.305144	0.000007	695	0.306475	0.019934	664	0.206325	45.173716	1147	0.305144	0.214250	0.226679	
1270	0.231496	1437	0.075852	140	0.371429	1153	0.344319	0.000007	716	0.328212	0.046981	554	0.106498	45.173716	1153	0.344319	0.213000	0.226673	
1287	0.244755	1451	0.077188	141	0.439716	1121	0.300624	0.000007	710	0.325352	0.030789	577	0.145581	45.173716	1121	0.300624	0.206500	0.226664	
1367	0.212875	1350	0.077778	134	0.388060	1149	0.304613	0.000007	699	0.271817	0.028340	668	0.151198	45.173716	1149	0.304613	0.199500	0.226651	
1411	0.271439	1361	0.066863	162	0.364198	1066	0.277674	0.000007	744	0.321237	0.015022	667	0.215892	45.173716	1066	0.277674	0.207250	0.226642	
1163	0.200344	1515	0.069967	160	0.400000	1162	0.312392	0.000007	666	0.279279	0.040669	497	0.094567	45.173716	1162	0.312392	0.191500	0.226626	
1350	0.221481	1359	0.069904	132	0.401515	1159	0.305436	0.000007	681	0.299559	0.038244	669	0.142003	45.173716	1159	0.305436	0.200250	0.226614	
1321	0.233914	1426	0.070126	138	0.340580	1115	0.310314	0.000007	714	0.313725	0.036033	607	0.140033	45.173716	1115	0.310314	0.200500	0.226602	
1292	0.251548	1369	0.057706	143	0.356643	1196	0.270903	0.000007	697	0.325681	0.027076	595	0.164706	45.173716	1196	0.270903	0.194750	0.226587	
